"logFC"	"logCPM"	"PValue"	"FDR"
"ENSMUSG00000030029"	-0.535703718935727	4.13296751460679	3.99809991682033e-05	0.000242214666822954
"ENSMUSG00000029826"	-0.484604043981553	5.48740844741178	4.0183372205901e-05	0.000243340880476079
"ENSMUSG00000020697"	-0.618827563021496	4.32615427624518	4.03058670379143e-05	0.000243931491023282
"ENSMUSG00000090093"	-0.942736926879617	0.842183523407547	4.0313931590239e-05	0.000243931491023282
"ENSMUSG00000108591"	1.17321843781689	-0.173635866008474	4.0478916746782e-05	0.000244829484172797
"ENSMUSG00000033684"	0.431945235945441	8.24325545802989	4.05318046155548e-05	0.000245049019308942
"ENSMUSG00000020107"	0.512091524441447	4.40991999169749	4.05953170212168e-05	0.000245332582816437
"ENSMUSG00000030895"	0.594797981154221	11.2865087314412	4.08030051345888e-05	0.000246486865373364
"ENSMUSG00000020166"	-0.491146283991573	5.04002558509073	4.0839407928896e-05	0.000246605909693293
"ENSMUSG00000057649"	0.494936533042284	3.14366504421122	4.09627257476033e-05	0.000247249472534573
"ENSMUSG00000015839"	0.447217632575424	6.16077141109543	4.13816373603695e-05	0.00024967597377968
"ENSMUSG00000022179"	-0.716282353848601	1.17686150551564	4.2406502389693e-05	0.000255755018495617
"ENSMUSG00000107785"	1.59567721994543	-0.837945235397794	4.24869276420742e-05	0.00025613547807079
"ENSMUSG00000024426"	-0.62597211335598	2.73316820484666	4.30064237416455e-05	0.000259161517202817
"ENSMUSG00000025630"	0.587110781254934	6.39592341448014	4.31594688277439e-05	0.000259977713941997
"ENSMUSG00000032396"	-0.381753582425043	4.45603837888204	4.3308276756306e-05	0.000260767732446245
"ENSMUSG00000036893"	-0.493861025221938	4.46712173524095	4.34744110519179e-05	0.000261661390072057
"ENSMUSG00000044854"	1.41984078244348	-0.730330669548748	4.36459012363306e-05	0.000262586542265012
"ENSMUSG00000044224"	-0.547929539698342	4.71675784956423	4.37607360893482e-05	0.000263170224771854
"ENSMUSG00000059842"	-0.768419957514191	0.897196607772691	4.37962576499088e-05	0.000263276648550734
"ENSMUSG00000021550"	0.466035432295435	4.49433983352173	4.3856126636508e-05	0.000263529288210424
"ENSMUSG00000049550"	-0.600667651864724	6.31249632788428	4.42520122176145e-05	0.000265800008318083
"ENSMUSG00000029204"	1.41294732472013	-0.926581797327047	4.44165438003602e-05	0.00026667981785826
"ENSMUSG00000055541"	1.01411240156022	1.95774878048874	4.4465159919013e-05	0.000266863231208379
"ENSMUSG00000026355"	0.853277951413806	1.72529051308984	4.45941281186962e-05	0.000267528542775444
"ENSMUSG00000039958"	-0.614741175256941	4.85776712669325	4.47626721540866e-05	0.000268322841039323
"ENSMUSG00000032492"	0.664793044565732	2.38934056066551	4.47628625809676e-05	0.000268322841039323
"ENSMUSG00000026072"	-0.864554323052149	5.88742211883514	4.48249368389941e-05	0.000268585929862857
"ENSMUSG00000062901"	-0.469249711487867	6.33912106404507	4.50876542064234e-05	0.000270050548511303
"ENSMUSG00000023122"	0.766927526461398	1.64466049875026	4.52847034598791e-05	0.000271120822903289
"ENSMUSG00000032293"	-0.555366175344507	6.67745887553416	4.54515529590334e-05	0.000272009496436355
"ENSMUSG00000107951"	-1.18652819554351	-0.492611429762756	4.5471551612917e-05	0.000272018962058641
"ENSMUSG00000091345"	1.60603227720367	-0.772997896962922	4.56025215757292e-05	0.000272692001487255
"ENSMUSG00000021135"	-0.559541701930705	9.09985170740062	4.56313586463465e-05	0.000272754013438502
"ENSMUSG00000015759"	0.55446370621836	5.8407362954488	4.58409210670477e-05	0.000273895794563226
"ENSMUSG00000027263"	-0.437642198932706	4.27269864150684	4.58918521324219e-05	0.000274089226039576
"ENSMUSG00000043881"	-0.490650082199955	3.93101707739716	4.6170042351209e-05	0.000275639258499336
"ENSMUSG00000035258"	-0.761952355989264	2.16334595288943	4.63958209099543e-05	0.000276875262561626
"ENSMUSG00000041258"	-0.54513975236762	4.23121494358862	4.64695098714211e-05	0.000277203013247532
"ENSMUSG00000107451"	-0.779886103775701	1.68968644638347	4.65125160383972e-05	0.000277309553251202
"ENSMUSG00000016087"	0.566089189977009	2.27994968141247	4.65249203084956e-05	0.000277309553251202
"ENSMUSG00000050079"	-0.447859501041149	4.50866625471401	4.66099119758274e-05	0.000277704074176269
"ENSMUSG00000034312"	0.622816219437666	5.54673438026703	4.67358243401897e-05	0.000278341986090566
"ENSMUSG00000074677"	2.02454924598513	-0.848651708809587	4.68050731607825e-05	0.000278531267426404
"ENSMUSG00000024208"	0.983655747421773	3.0730575138527	4.68053219872942e-05	0.000278531267426404
"ENSMUSG00000032265"	-0.618842901539207	3.38939165882786	4.68566095895289e-05	0.00027863807677276
"ENSMUSG00000022828"	-0.515257455237249	4.06828069718066	4.68610008600904e-05	0.00027863807677276
"ENSMUSG00000040433"	-0.463513029747161	4.59365291200343	4.71063944345829e-05	0.000279984485230901
"ENSMUSG00000079608"	2.41073989798705	-1.62902632808788	4.73087909326022e-05	0.000281074353207777
"ENSMUSG00000035397"	0.699531513828182	1.89154583409485	4.74277877279775e-05	0.000281668043724257
"ENSMUSG00000032580"	-0.516965614617646	4.7928083100727	4.75817058143384e-05	0.000282468567073062
"ENSMUSG00000011884"	0.623524257903652	2.17869141332866	4.7829017652625e-05	0.000283822655978012
"ENSMUSG00000045795"	-0.382436215447776	5.01180603888418	4.79408797108198e-05	0.000284372206156148
"ENSMUSG00000038893"	0.8725533195598	0.595885275817453	4.80965040675156e-05	0.000285180796899721
"ENSMUSG00000004044"	0.457968568215679	3.14931062117189	4.83441647517458e-05	0.00028653423490501
"ENSMUSG00000015697"	-0.490423927615471	4.14132208305544	4.84073261339302e-05	0.000286709988710384
"ENSMUSG00000034525"	-0.555565172395548	4.34224045955002	4.84207353920679e-05	0.000286709988710384
"ENSMUSG00000027371"	0.782021748056456	3.76075019839475	4.84320529338123e-05	0.000286709988710384
"ENSMUSG00000028444"	-0.796229082345078	0.891754205951903	4.8485286275645e-05	0.000286910127520543
"ENSMUSG00000023094"	0.699509182090032	3.40385132610762	4.85329434211363e-05	0.000287077122278808
"ENSMUSG00000036904"	-0.677113064687888	3.54244142469618	4.85825330284369e-05	0.000287255409459573
"ENSMUSG00000039831"	-0.45887025607786	5.72306637686154	4.91276095526726e-05	0.000290362062062015
"ENSMUSG00000113637"	1.14904709362246	-0.424427720390367	4.91661956549653e-05	0.000290473883929535
"ENSMUSG00000032388"	0.425875649173373	4.39131835864171	4.92206354357218e-05	0.000290679242457261
"ENSMUSG00000052906"	0.400025710044945	5.24350804548018	4.95584348359819e-05	0.000292557187261172
"ENSMUSG00000114154"	-2.456688617004	-1.52372545354681	4.96530990952488e-05	0.000292998910761816
"ENSMUSG00000054277"	0.670966948212143	2.82597231652592	4.97587873077214e-05	0.000293505306922941
"ENSMUSG00000079659"	-0.56374741750154	6.64295894209162	5.01531361021643e-05	0.000295700930740981
"ENSMUSG00000061816"	7.2325914488283	-0.335340270997159	5.01710583911238e-05	0.000295700930740981
"ENSMUSG00000049657"	-0.555291526703004	3.03025275659728	5.02476348965127e-05	0.000296034131400675
"ENSMUSG00000035632"	-0.543030630417509	3.80605024959006	5.03589275988504e-05	0.000296571515404713
"ENSMUSG00000049470"	-0.467135862737303	6.93352708402247	5.07474150174657e-05	0.000298740262976472
"ENSMUSG00000038642"	0.661307269159997	5.22779214060197	5.082742684788e-05	0.000299092069539118
"ENSMUSG00000024644"	0.480662084322123	4.66094782487842	5.10368147324049e-05	0.000300204601193796
"ENSMUSG00000030105"	-0.459623875887586	6.34455018346861	5.10592615539246e-05	0.000300217075299151
"ENSMUSG00000034127"	1.08169449705011	0.197445679651702	5.13149023257164e-05	0.00030160012230435
"ENSMUSG00000026349"	-0.520370428823232	4.54478616048866	5.1478539656109e-05	0.00030238686159882
"ENSMUSG00000030382"	-0.527564206420765	9.43898194091939	5.14897059526765e-05	0.00030238686159882
"ENSMUSG00000027699"	1.0604092674559	0.202157042680101	5.16125983791113e-05	0.000302988107336834
"ENSMUSG00000085132"	1.35246332613812	0.2539728073897	5.19268334576141e-05	0.000304711692558189
"ENSMUSG00000037029"	-0.552093382217564	3.90561886097922	5.19877532287316e-05	0.000304948020328977
"ENSMUSG00000063785"	-0.429321229378397	3.47629063294054	5.2233197883082e-05	0.000306266110652291
"ENSMUSG00000039735"	-0.498473775043167	4.49560311169024	5.2767939289941e-05	0.00030927875528271
"ENSMUSG00000049134"	4.08572760230636	-0.449847699663832	5.28819934309505e-05	0.000309824293127782
"ENSMUSG00000026960"	-0.488870565675008	3.18063022433772	5.33025965434857e-05	0.000312164691097257
"ENSMUSG00000021423"	0.905966810731029	1.76642148742478	5.35078519626509e-05	0.000313242557863002
"ENSMUSG00000029366"	0.670524212965417	1.83793122644591	5.36513464159853e-05	0.000313958156324922
"ENSMUSG00000029163"	0.621821663182426	3.65944793871399	5.38483190386988e-05	0.000314986008792705
"ENSMUSG00000056673"	-0.454688819515911	3.8055610074534	5.39400475630632e-05	0.000315344127042478
"ENSMUSG00000033228"	-0.489455302996202	6.2331525238435	5.39522416409169e-05	0.000315344127042478
"ENSMUSG00000073405"	2.05975293065016	-1.4057716684656	5.40268656142282e-05	0.000315655381773003
"ENSMUSG00000038301"	0.640716807427808	4.90549299352332	5.41551945818516e-05	0.000316280041112672
"ENSMUSG00000031762"	0.999933917163429	6.48635471965788	5.44235699461471e-05	0.000317721789764661
"ENSMUSG00000051285"	-0.513701432079351	7.38784317728923	5.45038800107846e-05	0.000318064918119039
"ENSMUSG00000078515"	-0.502384097295967	8.40540754916653	5.46890623121552e-05	0.000319019530154239
"ENSMUSG00000028843"	0.681251142247381	2.67175859131107	5.47444769311155e-05	0.000319216709148273
"ENSMUSG00000030142"	2.17537755341739	-1.37949168450513	5.47768672224631e-05	0.000319279529943086
"ENSMUSG00000005580"	-0.598185661776299	4.82614188391005	5.48774381758106e-05	0.000319739551028293
"ENSMUSG00000073599"	0.935615307535837	0.918362332144411	5.57819421464008e-05	0.000324881421728052
"ENSMUSG00000026883"	0.544466739499822	3.98504354755544	5.58083203071034e-05	0.000324906933754796
"ENSMUSG00000058571"	0.871764918125776	0.730801238021686	5.59760663181673e-05	0.000325755121954031
"ENSMUSG00000076614"	3.46613736183407	-1.45460760021191	5.60893788559228e-05	0.000326285988854659
"ENSMUSG00000043157"	1.51839849474271	-0.653270111104963	5.62113433914312e-05	0.000326866748776157
"ENSMUSG00000024742"	0.759421816429047	1.00923604104828	5.62481345758914e-05	0.000326951966818542
"ENSMUSG00000071633"	-0.647257292934975	7.14978949158418	5.64789396812516e-05	0.000327953724427919
"ENSMUSG00000033196"	7.1645961088594	-0.390602223136601	5.64853198630201e-05	0.000327953724427919
"ENSMUSG00000022677"	0.789362200538246	3.63354298289424	5.6487086996928e-05	0.000327953724427919
"ENSMUSG00000036111"	3.65072750533475	-2.16992401593995	5.66608006210962e-05	0.000328833015785301
"ENSMUSG00000044452"	-0.536753186322809	3.56654430019551	5.68785286590462e-05	0.0003299669553394
"ENSMUSG00000069516"	0.811783926969682	5.5016585648988	5.73394264872953e-05	0.000332510141035474
"ENSMUSG00000097378"	1.37387076542088	-1.08052513521736	5.75036392890472e-05	0.000333331535439257
"ENSMUSG00000022766"	-0.409377302356779	8.94535760860334	5.7603703901751e-05	0.000333780583220425
"ENSMUSG00000042605"	-0.626694164174053	6.03202612942828	5.78567742652693e-05	0.000335115512116874
"ENSMUSG00000041915"	-0.457886914929436	5.41595095223524	5.8484588806699e-05	0.000338619120609543
"ENSMUSG00000028152"	1.15347357215863	-0.242787164953067	5.90186646012381e-05	0.000341461976746485
"ENSMUSG00000040740"	-0.595564659495413	2.8811218890455	5.90218298330249e-05	0.000341461976746485
"ENSMUSG00000035704"	-0.642699044465061	2.15750979043784	5.99532501311135e-05	0.000346605265340754
"ENSMUSG00000001403"	1.54713951528928	-1.10681690960511	5.99577828670024e-05	0.000346605265340754
"ENSMUSG00000023861"	0.659319552379336	8.22498636647859	6.06088178753864e-05	0.000350123059834755
"ENSMUSG00000009563"	0.682493837904065	4.55734835490131	6.06137213268428e-05	0.000350123059834755
"ENSMUSG00000028978"	0.790398656091402	2.2187991498473	6.06388491759615e-05	0.000350131275343609
"ENSMUSG00000074284"	-0.593314836522631	2.11629980458332	6.07280218936076e-05	0.000350509137697767
"ENSMUSG00000035473"	0.370784563607756	6.76060646847542	6.11893347564398e-05	0.00035303377904399
"ENSMUSG00000087638"	1.78282133964245	-1.59712817425234	6.1573431220307e-05	0.000355111120313914
"ENSMUSG00000034868"	0.391969539201113	5.69317417091001	6.21516163628773e-05	0.000358305766463582
"ENSMUSG00000090394"	-0.50618150798367	3.54367189343358	6.23426706554685e-05	0.000359266970574042
"ENSMUSG00000045598"	-0.635633554129544	2.36829936850614	6.27374293529903e-05	0.000361400870336844
"ENSMUSG00000029790"	-0.802219692088646	1.20046673226506	6.27647762576207e-05	0.000361417444571173
"ENSMUSG00000030087"	-0.568211771118099	7.40579764110018	6.30835192513442e-05	0.000363111293586264
"ENSMUSG00000025364"	-0.360068967868201	6.44129089713522	6.33319051143993e-05	0.000364367939538108
"ENSMUSG00000011752"	0.371329912617507	7.46452299984425	6.33511759467745e-05	0.000364367939538108
"ENSMUSG00000070690"	0.37561110269139	4.66718644853408	6.36284411706988e-05	0.000365819320952975
"ENSMUSG00000001750"	-0.585604540280178	4.41768467434389	6.36530572003485e-05	0.000365819320952975
"ENSMUSG00000022634"	0.519093572700239	4.13004518001437	6.41801128412496e-05	0.00036870488785113
"ENSMUSG00000037017"	-0.481925411726984	3.62353227029331	6.42829227403943e-05	0.000369151931911207
"ENSMUSG00000021996"	0.544656026941132	7.72701616996914	6.45017283302487e-05	0.000370122029480534
"ENSMUSG00000028713"	-0.648523242166741	3.60630639035896	6.45019704727755e-05	0.000370122029480534
"ENSMUSG00000029376"	1.09076064188643	0.442165232014072	6.46322317669303e-05	0.000370725461435946
"ENSMUSG00000020437"	0.864962213703095	0.513291307869828	6.4684612562565e-05	0.000370881881812533
"ENSMUSG00000029469"	-0.837339047143806	0.897602293984799	6.49059772667503e-05	0.000372006707112884
"ENSMUSG00000104713"	1.12516999809224	4.1540847837297	6.50358972106265e-05	0.000372390282516208
"ENSMUSG00000026315"	0.798744678877925	1.79392866116634	6.50409649539044e-05	0.000372390282516208
"ENSMUSG00000108206"	2.31692694479567	-1.69949000571996	6.50485395322828e-05	0.000372390282516208
"ENSMUSG00000027499"	0.938481155534088	0.488211353785009	6.52591986576173e-05	0.000373317380791712
"ENSMUSG00000039753"	0.584234095120225	5.00232000257516	6.52610343401624e-05	0.000373317380791712
"ENSMUSG00000033777"	0.837055319473036	1.82411608174025	6.53557492652542e-05	0.00037371444701812
"ENSMUSG00000021256"	1.17004065475395	0.0820362711982236	6.55952845881982e-05	0.000374938991241365
"ENSMUSG00000066880"	-0.546507918761995	4.28736328174099	6.56317224107037e-05	0.00037500214313582
"ENSMUSG00000028643"	0.812066249426566	2.08356128996416	6.58124145705969e-05	0.000375889158239643
"ENSMUSG00000021610"	0.346973603606577	6.09781021066842	6.58476656590874e-05	0.000375945118587059
"ENSMUSG00000030515"	-0.48223660696478	4.08819880707172	6.60472052523912e-05	0.000376938648213995
"ENSMUSG00000054074"	1.18144639664595	-0.217630576530603	6.61281396433453e-05	0.000377254778884593
"ENSMUSG00000074882"	0.481555187592695	7.87698832326481	6.61919494786643e-05	0.000377388569782409
"ENSMUSG00000029695"	-0.678001609702331	9.25668211648868	6.6202693588776e-05	0.000377388569782409
"ENSMUSG00000061578"	1.05933928486226	0.14532295885976	6.65155650268203e-05	0.000379025808428293
"ENSMUSG00000027364"	1.65802640856933	-0.9667667273606	6.69187174172361e-05	0.000381176034034931
"ENSMUSG00000020464"	-0.461046587931632	4.80654868670944	6.72917152300537e-05	0.00038315290437467
"ENSMUSG00000002455"	-0.442912595701114	5.27803970356121	6.73463841293811e-05	0.000383316413715206
"ENSMUSG00000085711"	0.652616682645622	1.505214625187	6.76677724190876e-05	0.000384867781865415
"ENSMUSG00000022667"	1.20650802397169	-0.246217791821096	6.76710649630659e-05	0.000384867781865415
"ENSMUSG00000021051"	-0.50281831683891	6.24162047108003	6.79470300538884e-05	0.000386288542685116
"ENSMUSG00000042642"	-0.503964396911485	4.70579835629218	6.82309794122086e-05	0.000387753584424133
"ENSMUSG00000024909"	0.847003255645573	1.03527797543874	6.83560416006829e-05	0.000388314897862341
"ENSMUSG00000020241"	0.823043881669356	2.54556225688922	6.83961665595262e-05	0.00038839345639531
"ENSMUSG00000028773"	2.89887726625736	-1.49646466806891	6.85289555565672e-05	0.000388997952947924
"ENSMUSG00000034931"	-0.544630458169408	4.40866999014945	6.85647949515472e-05	0.00038905187146921
"ENSMUSG00000039701"	-0.492789814871097	3.4134296619079	6.89002948951547e-05	0.000390805436098861
"ENSMUSG00000056698"	-0.457204426400111	4.28775194219496	6.89293510443851e-05	0.000390820159280448
"ENSMUSG00000031731"	-0.538639415610741	6.69363727559261	6.89566235144708e-05	0.000390824761822231
"ENSMUSG00000028402"	-0.545231524233964	4.46850240017523	6.91169023913456e-05	0.000391582910748053
"ENSMUSG00000037108"	-0.744384812691979	1.18150905295028	6.95232567197548e-05	0.000393734088094624
"ENSMUSG00000024042"	1.20394458372184	4.99424684732132	6.982596837157e-05	0.000395296877289417
"ENSMUSG00000026269"	0.463328556713776	6.10683442930715	7.04504361878678e-05	0.000398679288312187
"ENSMUSG00000039968"	-0.520560764194532	3.86056862745813	7.05098391849415e-05	0.000398862629169508
"ENSMUSG00000053134"	-0.595838608187936	3.37832088726549	7.05547657720333e-05	0.00039896397031123
"ENSMUSG00000056820"	0.372395345712023	4.98234675959856	7.07546433034694e-05	0.000399941095136718
"ENSMUSG00000000982"	2.28919342448041	-1.73138925687162	7.13966809212225e-05	0.000403415829076686
"ENSMUSG00000020610"	0.429691868133181	3.83234249745489	7.32511007621472e-05	0.000413671004346486
"ENSMUSG00000003531"	0.731772517997477	4.65372072121365	7.32676606208806e-05	0.000413671004346486
"ENSMUSG00000042804"	1.1141163656924	-0.512970407233902	7.36485627152413e-05	0.000415662694422665
"ENSMUSG00000057191"	0.960111866253497	1.39213776411242	7.42303442111905e-05	0.00041878616653907
"ENSMUSG00000078945"	0.550429043015356	2.61273342447064	7.42697135414803e-05	0.000418806153867781
"ENSMUSG00000001348"	0.450734495220865	6.13877073619414	7.42986115233431e-05	0.000418806153867781
"ENSMUSG00000029998"	0.383823520970582	7.49925411857929	7.43189525583922e-05	0.000418806153867781
"ENSMUSG00000063952"	-0.573954745797803	5.22630112359493	7.43610805828599e-05	0.000418883737684531
