"logFC"	"logCPM"	"PValue"	"FDR"
"ENSMUSG00000023980"	-0.289387517066892	2.98450964041273	0.0149955672964547	0.039828183594432
"ENSMUSG00000041229"	-0.306416566639633	3.92101389604135	0.0150080718716085	0.0398534509446594
"ENSMUSG00000031803"	0.435483708399234	1.78132081389436	0.0150104771567461	0.0398534509446594
"ENSMUSG00000022378"	0.362198547275595	2.93459784043756	0.0150231485588404	0.0398799252721194
"ENSMUSG00000054408"	-0.270473308123699	5.97372181633851	0.0150566103641204	0.0399615696456528
"ENSMUSG00000021715"	-0.343536385612331	3.00456083728429	0.01506394177408	0.0399738447723969
"ENSMUSG00000049872"	0.866946298764139	-1.12808135147341	0.0150762051504901	0.039994692190795
"ENSMUSG00000035248"	-0.2810673966507	6.67046524286824	0.0150794924892369	0.039994692190795
"ENSMUSG00000029068"	-0.314318105076071	5.32638980325636	0.0150799215173011	0.039994692190795
"ENSMUSG00000038344"	-0.425469981311319	4.78493741747021	0.015140474370864	0.0401480801539786
"ENSMUSG00000027800"	0.399072259511338	3.35729898135643	0.015204740412344	0.0403060751836448
"ENSMUSG00000003206"	0.875407135481122	-0.568182136130811	0.0152077314492962	0.0403060751836448
"ENSMUSG00000054942"	-0.459600805022031	1.23141615005086	0.0152082435340862	0.0403060751836448
"ENSMUSG00000049728"	-0.436977131645312	1.36727412879539	0.0152400576657358	0.0403831452678361
"ENSMUSG00000034401"	0.551115474565897	0.577046840782225	0.015263437983654	0.0404378437701469
"ENSMUSG00000015943"	0.510537952354829	2.93554280602	0.0152943369636299	0.0405124384779076
"ENSMUSG00000025027"	0.309257817043096	4.46967214025819	0.0153137959927669	0.0405567091291316
"ENSMUSG00000021483"	-0.442142721501569	1.7622495173079	0.0153561929174644	0.0406617012174524
"ENSMUSG00000038611"	-0.397268259191825	4.2484105506664	0.0153677995733993	0.0406851406522867
"ENSMUSG00000040875"	0.916998826991607	-1.10445599133297	0.0153709499365286	0.0406861882728543
"ENSMUSG00000010406"	0.507394629596189	4.18288148518963	0.0153802624279871	0.0406936133328312
"ENSMUSG00000041840"	0.412250214014268	2.37617287495067	0.0153808099519387	0.0406936133328312
"ENSMUSG00000030200"	0.990506149028237	-1.23970131016778	0.0153820205306159	0.0406936133328312
"ENSMUSG00000021806"	0.531336240937648	1.61149602223658	0.0153892689155518	0.0407054981881626
"ENSMUSG00000002588"	-0.339134399173956	9.63832263507429	0.0154051006495249	0.0407400781725125
"ENSMUSG00000046541"	-0.4306903794792	1.98730715949686	0.0154126019625161	0.0407526192241968
"ENSMUSG00000022781"	-0.23998766773243	5.09196160524343	0.0154318239246589	0.0407961409284433
"ENSMUSG00000085436"	0.773642099762967	-0.887979607415904	0.0154700045682285	0.0408897563760501
"ENSMUSG00000114433"	-0.859156327602824	-0.923745763261356	0.0154749814603882	0.0408897563760501
"ENSMUSG00000022131"	0.34793026562807	3.97318513445306	0.0154755408356209	0.0408897563760501
"ENSMUSG00000018547"	-0.297408231479228	4.07997468691558	0.01548073832936	0.0408961733365493
"ENSMUSG00000045680"	0.578136732980854	1.00729512324926	0.015492914852328	0.0409210215251939
"ENSMUSG00000097141"	0.461089578589773	1.13523589634198	0.0154996947950176	0.0409236393498913
"ENSMUSG00000021027"	-0.360836342805182	3.50383974292297	0.0155023887148114	0.0409236393498913
"ENSMUSG00000050440"	-0.502935473597942	7.93778678755791	0.0155043356800549	0.0409236393498913
"ENSMUSG00000040413"	-0.272302590148895	5.84292427141004	0.0155049888830055	0.0409236393498913
"ENSMUSG00000074768"	0.367014689116836	13.0385606645001	0.0155388762922894	0.0410057535889075
"ENSMUSG00000024790"	0.402645280622265	1.62460105704824	0.0155481137809879	0.0410228010977476
"ENSMUSG00000070720"	0.589783835809027	-0.013591377772839	0.0155636981097805	0.0410565852976349
"ENSMUSG00000020974"	1.14646908051202	-1.49800701294571	0.0155919891102295	0.041118632693373
"ENSMUSG00000101304"	-0.764255390368666	-0.744318596411664	0.015592786846011	0.041118632693373
"ENSMUSG00000020268"	-0.40226248670004	1.34682505343748	0.0156219093127587	0.0411880757853349
"ENSMUSG00000035983"	1.10074473498317	0.133815077111922	0.0156258994154632	0.0411912429709783
"ENSMUSG00000026806"	-0.317877840347337	2.2416270485418	0.0156445466554739	0.0412330396326463
"ENSMUSG00000061207"	0.413546261305015	2.35535714643278	0.0156751020373082	0.0413002810047267
"ENSMUSG00000024357"	-0.220746988782499	5.12036287447162	0.0156756516799254	0.0413002810047267
"ENSMUSG00000022218"	-0.451610825044635	1.69704634154381	0.0157547164321034	0.041501188104542
"ENSMUSG00000029263"	-0.250744883732987	3.8624160945283	0.0158090275289061	0.0416368289233136
"ENSMUSG00000062054"	-0.295382360736398	5.90207384686788	0.0158139833635577	0.0416424557460772
"ENSMUSG00000060090"	-0.325566292501884	3.56753350216323	0.0158224425310093	0.0416573041324433
"ENSMUSG00000067925"	0.355655603360029	1.99343987040839	0.0158571149474894	0.0417411491310673
"ENSMUSG00000029664"	0.357212986643919	5.25251034692812	0.0158705949328781	0.0417691887310423
"ENSMUSG00000025545"	0.327700934100343	5.31687528793018	0.0158819493339456	0.0417883839126991
"ENSMUSG00000021222"	0.502979164629292	1.12332855263149	0.0158835468710828	0.0417883839126991
"ENSMUSG00000022848"	-0.274637553794011	4.96701208686366	0.0158963335771818	0.0418095560139109
"ENSMUSG00000011256"	0.60262307361183	0.346606066488675	0.0158995520776796	0.0418095560139109
"ENSMUSG00000029036"	-0.233402221675053	5.82263116984043	0.0159000864001447	0.0418095560139109
"ENSMUSG00000062353"	0.759759090948054	0.0999893587128974	0.0159101879042323	0.0418286712968158
"ENSMUSG00000084792"	-1.20124024223477	-1.62806651718089	0.0159238799088276	0.0418572176994809
"ENSMUSG00000062352"	0.503045363132963	3.06537080430462	0.0160265893222619	0.0421197018309268
"ENSMUSG00000100680"	0.661215018011817	0.667511057824963	0.0160557620591186	0.0421888641902121
"ENSMUSG00000051184"	-0.370103045418945	3.17093079898524	0.0160620793704598	0.0421979566527377
"ENSMUSG00000026213"	0.342447897319104	2.68597805571751	0.0160776663212365	0.0422313945517809
"ENSMUSG00000018733"	-0.278688844987908	3.95724191586295	0.0161221772095557	0.0423407818963616
"ENSMUSG00000040250"	-0.297098848955328	3.79804363363492	0.016141832338242	0.0423782336448142
"ENSMUSG00000041827"	0.427738085779613	3.05440659189828	0.0161421762007938	0.0423782336448142
"ENSMUSG00000032577"	0.480670901410201	1.10539393702033	0.0161635598060813	0.0424268310531049
"ENSMUSG00000044934"	0.331821366301858	3.90714251674413	0.0161666633800534	0.0424274374775034
"ENSMUSG00000051627"	1.52268650762913	-1.6731282410212	0.0161972120515084	0.0424948893823222
"ENSMUSG00000037242"	-0.232903297758698	6.08899892138646	0.0161981196494566	0.0424948893823222
"ENSMUSG00000036270"	-0.348725372287974	3.74213701969599	0.0162092857928294	0.0425166313550151
"ENSMUSG00000075297"	1.83285749367717	-2.14357819366558	0.0162419884153012	0.0425898721614656
"ENSMUSG00000104960"	0.520093073678335	2.63909753981235	0.0162429756185197	0.0425898721614656
"ENSMUSG00000020080"	1.00564077810807	-1.28491447285685	0.0162569999480369	0.0426186996585047
"ENSMUSG00000024277"	-0.316194130075572	3.82848276383086	0.0162597408649745	0.0426186996585047
"ENSMUSG00000041343"	0.432439698794024	0.651532816586302	0.0162672461998006	0.0426308066662623
"ENSMUSG00000042215"	-0.504468342730884	0.752970298165329	0.0163042018273529	0.0427200746833425
"ENSMUSG00000064326"	0.461127017371029	1.26572774473624	0.0163078984543133	0.042722181654879
"ENSMUSG00000025464"	-0.247382396541942	3.92904894147656	0.0164044210925236	0.0429674232198215
"ENSMUSG00000025875"	0.49594903598601	0.466760784787124	0.0164249099134257	0.0430095850774486
"ENSMUSG00000042485"	0.516864849530798	2.13021553447561	0.0164268525519017	0.0430095850774486
"ENSMUSG00000024908"	-0.266413744446455	6.36801253772414	0.0164292538257932	0.0430095850774486
"ENSMUSG00000042743"	0.415026587634233	1.9154744099717	0.0164424446333628	0.0430364889659346
"ENSMUSG00000091957"	0.524228782340221	1.99939865656582	0.016476238610449	0.0431173005450622
"ENSMUSG00000026068"	1.05950415967876	-1.27176202030376	0.0164977802232029	0.0431660254910022
"ENSMUSG00000034820"	-0.256314101003599	4.40027483171268	0.0165165215324503	0.0432074075512383
"ENSMUSG00000025437"	-0.253950873200502	5.54086673229523	0.0165632994074049	0.0433221059407421
"ENSMUSG00000047824"	-0.344669744109773	2.95894961089316	0.0165938151417923	0.043394236835034
"ENSMUSG00000041084"	0.395010609933307	4.8871960176211	0.016614254399638	0.0434399960139234
"ENSMUSG00000039660"	-0.328147313040977	3.37867436415086	0.0166236063669623	0.0434567550513334
"ENSMUSG00000027353"	0.467963978358011	1.04375902319589	0.0166272871187143	0.0434586853200159
"ENSMUSG00000057982"	-0.293839177841006	4.16400343600086	0.0166463158786801	0.0435007228464446
"ENSMUSG00000022241"	-0.275919458929842	6.32853625210238	0.0166539833638988	0.043512104682024
"ENSMUSG00000005566"	-0.262203340284496	5.23672218048235	0.0166590831085259	0.043512104682024
"ENSMUSG00000061374"	-0.313669153869192	3.50421615188005	0.0166595092739909	0.043512104682024
"ENSMUSG00000030660"	-0.322852699788482	6.01684058508205	0.0166651056196099	0.0435190258135853
"ENSMUSG00000030779"	-0.400404341978083	5.57487577948962	0.0166702710171675	0.0435248193253605
"ENSMUSG00000040785"	-0.236238057724504	5.19125611656247	0.0166891758585676	0.0435664770998663
"ENSMUSG00000021840"	-0.257553787616088	5.97428971584184	0.0167016227201152	0.0435912648128825
"ENSMUSG00000036748"	0.489892757025397	3.44796225885487	0.0167341761676732	0.0436685127202355
"ENSMUSG00000052727"	0.733383773622169	-0.131481253125921	0.0167496975293998	0.0437012952674854
"ENSMUSG00000024664"	0.393296571886946	2.26387550435361	0.0167875957112731	0.043792013858407
"ENSMUSG00000002396"	-0.319860371168916	3.16116033173283	0.0167903977305456	0.043792013858407
"ENSMUSG00000023806"	0.21979611679053	4.60088480423703	0.0168090623467793	0.0438329538951147
"ENSMUSG00000041199"	0.61438919088774	0.28080685213412	0.0168148754468804	0.0438403725243467
"ENSMUSG00000051518"	0.421856109366493	2.8641106652565	0.0168372024149928	0.0438858987796352
"ENSMUSG00000066151"	-0.258620559408369	5.14554927903779	0.0168387909608699	0.0438858987796352
"ENSMUSG00000006276"	-0.297233753443587	3.6849334587389	0.0168439211649802	0.0438858987796352
"ENSMUSG00000037236"	-0.266504291574796	6.34081332390291	0.0168442220840726	0.0438858987796352
"ENSMUSG00000030219"	-2.62497125473423	-2.3895028595022	0.016893578645163	0.0440067295571531
"ENSMUSG00000045231"	-1.1997345365395	-1.48816812085618	0.0168990840658524	0.0440133083499628
"ENSMUSG00000014498"	-0.429077215418578	4.91484809391144	0.0169141095202893	0.0440446751788916
"ENSMUSG00000031214"	0.45087622036401	1.39509590314699	0.016937211976772	0.0440970599148462
"ENSMUSG00000035000"	-0.285157060638045	7.31801495181406	0.0169416483841183	0.0441008365585879
"ENSMUSG00000046718"	0.384403880957202	5.40824059770037	0.0169526524933445	0.044121705255806
"ENSMUSG00000087107"	0.743028889837835	1.20424600972344	0.0169642708135299	0.0441441648900346
"ENSMUSG00000021693"	-0.288741796320071	3.47474269754904	0.0169695898591893	0.0441502276237847
"ENSMUSG00000028656"	0.200840780007589	6.34305688060011	0.0169791782470544	0.0441673939255008
"ENSMUSG00000032462"	0.357554661756194	4.50693666726785	0.0169871906194865	0.044180455264979
"ENSMUSG00000042323"	-0.320458691381724	5.6122296466338	0.0170010076071991	0.0442086060490018
"ENSMUSG00000051306"	-0.31826887886044	3.13011283202791	0.0170242487690163	0.0442612487798576
"ENSMUSG00000103309"	1.73674809823684	-1.73237103693511	0.0170390388369191	0.0442919048963913
"ENSMUSG00000040532"	0.338057734733644	4.24070542262686	0.0170491052354568	0.0443102735047855
"ENSMUSG00000004667"	0.467734790052109	4.80066816593786	0.0170732735373357	0.0443652797583477
"ENSMUSG00000040003"	1.15805911214812	-1.64736953003403	0.0170889179333541	0.0443981209983535
"ENSMUSG00000037190"	0.446636990006693	2.69484397987517	0.0170978938901606	0.044413628694631
"ENSMUSG00000048706"	-0.339074732420092	5.39384153776581	0.0171384797088526	0.0445112265341573
"ENSMUSG00000053291"	0.253155096820815	3.28225114901005	0.017157535855885	0.0445528840702217
"ENSMUSG00000080888"	-0.626805612991156	2.37960795099601	0.0171606684918933	0.0445531857312822
"ENSMUSG00000041263"	0.383877462371369	2.40337779766103	0.0171881172914174	0.0446166067476688
"ENSMUSG00000025758"	0.587687889098692	-0.0941319620412774	0.0171957589311727	0.0446285994400669
"ENSMUSG00000074024"	-0.655545777419486	0.0424741963549297	0.0172448641111025	0.0447481804147899
"ENSMUSG00000022437"	0.216517427801903	6.24113420351321	0.0172499035387525	0.044753394566551
"ENSMUSG00000097059"	0.405518183231855	2.94558628434402	0.017262404002887	0.0447779605062593
"ENSMUSG00000019055"	0.321803430317541	5.90229413676895	0.0172690502571449	0.0447852511216031
"ENSMUSG00000060716"	0.855997392218206	-0.610602053018499	0.0172712789701186	0.0447852511216031
"ENSMUSG00000022808"	0.231607490258498	5.08292306244475	0.0172827164058918	0.0448070425337935
"ENSMUSG00000043019"	-0.359294187827049	5.97989776354142	0.0173001008032857	0.0448442416399667
"ENSMUSG00000078965"	0.857755678629127	0.52798099624458	0.0173422586930989	0.0449456327245255
"ENSMUSG00000029416"	-0.247213114956342	4.40231172975775	0.0173485615091805	0.0449540795597536
"ENSMUSG00000044037"	-0.314861188294124	4.51005524987943	0.0173645323156429	0.0449875710054456
"ENSMUSG00000059142"	-0.362530888143113	2.86451441637132	0.0173680887232376	0.0449888934483021
"ENSMUSG00000111128"	-0.453303682203085	2.59903046396965	0.0173837588928504	0.0450215884354552
"ENSMUSG00000038564"	-0.384611705500276	3.76527126502931	0.0173918513231663	0.0450346500776939
"ENSMUSG00000035666"	-0.280977661618922	4.98393142380161	0.0174168649935341	0.0450897137868847
"ENSMUSG00000025616"	-0.242854106347907	5.34187381313086	0.0174192218597132	0.0450897137868847
"ENSMUSG00000038970"	-0.325569645770285	4.38690091597188	0.0174363725861328	0.045126199946939
"ENSMUSG00000024675"	1.35120321142307	-1.16131501055024	0.0174496355065962	0.0451526132502497
"ENSMUSG00000006095"	0.310135282637525	3.89729492831367	0.0174534355103002	0.0451545353804754
"ENSMUSG00000041153"	0.485657462788043	1.24171427397011	0.0174602946533633	0.0451601135132942
"ENSMUSG00000068284"	-0.363795327088826	6.21443353827922	0.0174617067213557	0.0451601135132942
"ENSMUSG00000020184"	-0.256174407543599	5.00474513487419	0.0174650568834887	0.0451608701276485
"ENSMUSG00000066357"	0.47086666341469	2.72223862355177	0.0174767656771938	0.045183236312297
"ENSMUSG00000026705"	-0.275900510859765	3.00082085962259	0.0175223206786946	0.0452930830284072
"ENSMUSG00000028629"	0.509364461106759	1.10106182899059	0.0175961119863665	0.045475865973514
"ENSMUSG00000037892"	0.951730718544161	-0.601069278366679	0.0176266107738715	0.0455337377632751
"ENSMUSG00000024028"	-2.36696857309825	-1.53103512225411	0.017627393248523	0.0455337377632751
"ENSMUSG00000026094"	0.462810953580012	2.77840733813411	0.017627753048775	0.0455337377632751
"ENSMUSG00000073700"	-0.42159070606642	5.23713175285634	0.0176562333086146	0.0455993295975236
"ENSMUSG00000038034"	0.45702355096993	2.21174350702459	0.0176962858624636	0.0456947801028999
"ENSMUSG00000044081"	-0.841136539860662	-0.983343943631549	0.0177114122135804	0.0457258448513516
"ENSMUSG00000033031"	0.777206018224866	-0.0902556077529518	0.0177171527209724	0.0457326713891579
"ENSMUSG00000022257"	0.253051309943879	4.52214014597499	0.0177215120639142	0.0457359310124082
"ENSMUSG00000071645"	-0.346299466462156	3.29427743667157	0.017736413321145	0.0457663914663368
"ENSMUSG00000068205"	0.494379839238559	1.47766921243767	0.0177399299494591	0.0457674699307443
"ENSMUSG00000031934"	0.841070769590649	-0.781650877460993	0.0177707887595842	0.0458390761402477
"ENSMUSG00000020781"	0.36433442967095	1.50595184586757	0.0178024798662092	0.0459128038456276
"ENSMUSG00000001998"	-0.341067403416997	2.43783965172001	0.0178166922094624	0.0459414357426256
"ENSMUSG00000028145"	-0.346994196048753	4.25541293890222	0.0178227590087825	0.0459490575248241
"ENSMUSG00000038690"	0.420469631894315	6.08217094627549	0.0178723681037064	0.0460689139427127
"ENSMUSG00000045095"	-0.301183958104615	4.95899236228489	0.0178941594986607	0.0461170364325978
"ENSMUSG00000032127"	0.246679294237635	4.82753791159203	0.0179026038634379	0.0461237270361322
"ENSMUSG00000044475"	0.287126613178589	3.67288616679796	0.0179030011576267	0.0461237270361322
"ENSMUSG00000116358"	-2.83812712464599	-1.31315791427057	0.0179067166677481	0.046125253781416
"ENSMUSG00000029231"	-0.349682106366653	3.17841644314989	0.0179234025186486	0.0461589962735099
"ENSMUSG00000063870"	-0.325354184949305	6.69201376710946	0.0179260665284261	0.0461589962735099
"ENSMUSG00000005338"	0.346365671559155	2.13296783680298	0.0179482575582512	0.0462080815993324
"ENSMUSG00000103313"	1.24041229317094	0.744152850732388	0.0179816404852111	0.0462843513305003
"ENSMUSG00000008730"	-0.295819670215201	6.51027384091537	0.0179841497823792	0.0462843513305003
"ENSMUSG00000040463"	-0.261098809974317	5.38780678933843	0.0179941189294425	0.0463019401721021
"ENSMUSG00000027253"	0.379512765802293	4.83724618607336	0.018055954818772	0.0464469581249292
"ENSMUSG00000034456"	0.341354325409758	8.84296205616509	0.0180567659819461	0.0464469581249292
"ENSMUSG00000019278"	0.455700926241285	1.15280013415187	0.0180827116234125	0.0465055982374722
"ENSMUSG00000024558"	-0.629116542485036	0.447629358195004	0.0180940361456292	0.0465266214956379
"ENSMUSG00000029726"	-0.271507667303061	4.38344095247423	0.0181316164995495	0.0466151393730802
"ENSMUSG00000009073"	-0.237256217361194	4.87275070399235	0.018134834500286	0.0466152985675644
"ENSMUSG00000071203"	0.502629701882088	1.0269947493554	0.0181507870448154	0.0466481859495255
"ENSMUSG00000018923"	0.553602592757431	2.2894090632249	0.018175113473993	0.0467025793338337
"ENSMUSG00000014850"	-0.3223563014759	3.82994807337362	0.0181911166655509	0.0467355702122432
"ENSMUSG00000101249"	0.322827214561352	11.3220117612462	0.0182370851340483	0.0468455212921555
"ENSMUSG00000031387"	0.559003256088664	1.15385714939373	0.0182480306647731	0.0468654865099458
"ENSMUSG00000028647"	0.351915656030411	3.74078124963133	0.0182673804601399	0.046906841022293
"ENSMUSG00000025940"	0.312375363027521	4.96138869799455	0.0182704845227659	0.046906841022293
"ENSMUSG00000031133"	0.394731744906051	2.02596910621788	0.0182982807414101	0.0469700393727193
"ENSMUSG00000039853"	-0.391672574184263	3.27552612285411	0.0183041343450069	0.0469769008298439
"ENSMUSG00000091228"	0.666691646474115	4.5100589487402	0.0183184223459378	0.0470054027188153
"ENSMUSG00000098332"	0.382871260292048	2.29441468552348	0.0183307027009311	0.047028743945241
"ENSMUSG00000027806"	-0.307285825597568	4.89802788514837	0.018338359108719	0.0470402160534525
"ENSMUSG00000024414"	0.40268345191014	4.70230972441317	0.0183496333826313	0.0470609628514437
"ENSMUSG00000021936"	-0.263899038467713	4.59887960326337	0.0183641543341168	0.0470900276935599
"ENSMUSG00000074182"	-0.285454803487218	2.76907479149536	0.0183691448138324	0.0470946483076383
"ENSMUSG00000025001"	0.836545906818264	-0.119495626770405	0.0183950491448432	0.0471528767562189
"ENSMUSG00000083087"	0.827040599171083	-1.0191941508895	0.0184078686020372	0.0471775497574334
"ENSMUSG00000030878"	0.61122158077731	-0.23010034017123	0.0184122316105329	0.0471805449145681
"ENSMUSG00000004655"	0.247526870598375	6.14084740328935	0.0184163863644833	0.0471830054819459
"ENSMUSG00000026605"	1.41743001905844	-1.5047753093314	0.0184364315335095	0.0472261695716155
"ENSMUSG00000024045"	-0.305170250854405	4.92014909148985	0.0184661729673415	0.0472941520249062
"ENSMUSG00000035840"	-0.316998690249574	5.43496901470013	0.0184863908672393	0.0473377241867415
"ENSMUSG00000020644"	-0.269548865889936	5.98770034634402	0.018555976986971	0.0475076755239315
"ENSMUSG00000030980"	-0.212022813619023	5.10689989136944	0.0185642592795415	0.0475189526888456
"ENSMUSG00000074580"	0.962939007222804	-1.2397514245287	0.0185668162469416	0.0475189526888456
"ENSMUSG00000097345"	-0.793812179671297	-1.03033267375384	0.0185735717433863	0.0475280066960873
"ENSMUSG00000022504"	0.605581403807122	0.545634198057558	0.0185892696994714	0.047559936508088
"ENSMUSG00000020376"	0.228179559364963	6.44720857736435	0.0186071099535743	0.0475973352986306
"ENSMUSG00000070871"	0.358320681685495	2.58832246797299	0.0186123490042735	0.0476024926048691
"ENSMUSG00000019826"	-0.271231901778002	3.00147908319375	0.0186233277661657	0.0476061046673909
"ENSMUSG00000062248"	-0.377490630911807	2.84012162011602	0.0186241754006928	0.0476061046673909
"ENSMUSG00000033475"	0.358996824410147	4.98375485774734	0.0186259777520355	0.0476061046673909
"ENSMUSG00000053332"	-0.272677827026708	5.5520303051146	0.0186267664134995	0.0476061046673909
"ENSMUSG00000070284"	0.349837406246826	3.06214180249476	0.0186306005935647	0.0476061046673909
"ENSMUSG00000038543"	0.709773388197524	-0.00739254945536226	0.0186343522334954	0.0476061046673909
"ENSMUSG00000063919"	0.497866473557578	2.43932914794494	0.0186384567093196	0.0476061046673909
"ENSMUSG00000048661"	0.327012538942	3.25984607350787	0.0186395466006447	0.0476061046673909
"ENSMUSG00000037343"	-0.247382722774756	4.13905079986198	0.0186561682779547	0.0476403190638642
"ENSMUSG00000035671"	-0.425495637337534	2.73983610852147	0.0186656909634393	0.0476563968072599
"ENSMUSG00000055413"	-0.669023863764966	0.0366299743067292	0.0186913510839252	0.0477136632405073
"ENSMUSG00000014075"	0.715958712525619	-0.351599586476024	0.0187581636617678	0.0478759421607586
"ENSMUSG00000039840"	-0.328014057701863	4.76707876418206	0.01877443467449	0.0479091914551169
"ENSMUSG00000029836"	-0.253062815764634	5.03423942307492	0.0187932046451523	0.0479461636709647
"ENSMUSG00000026344"	1.03338980365938	0.372284884053865	0.0187954155487397	0.0479461636709647
"ENSMUSG00000020778"	0.599668218809977	0.701781793019197	0.0188067084863096	0.0479666869871857
"ENSMUSG00000033416"	-0.301496358765681	6.80532477803159	0.018811388168363	0.0479703389583427
"ENSMUSG00000037119"	-0.284697265337718	6.64811039091329	0.0188232154327936	0.0479922133510032
"ENSMUSG00000014470"	0.259524830036069	3.01895942448024	0.0188349711835581	0.0480138978911208
"ENSMUSG00000041438"	-0.259376958874214	3.92587161542523	0.018856105379173	0.0480594782485565
"ENSMUSG00000028986"	0.302485790149864	4.04916143674625	0.0189065165921144	0.0481766591310215
"ENSMUSG00000086370"	-0.501848859978828	0.724383316193138	0.0189097909450022	0.0481766591310215
"ENSMUSG00000020386"	0.392227213737909	7.05506795338989	0.018911866597269	0.0481766591310215
"ENSMUSG00000020783"	-0.230206345421049	4.0356889032504	0.0189265857887919	0.0482058410243932
"ENSMUSG00000021244"	-0.329478892513831	4.76608468946878	0.0189386093691259	0.0482281483417222
"ENSMUSG00000003062"	0.48506329315837	2.0307920056634	0.0189620431242063	0.0482794995594773
"ENSMUSG00000035293"	-0.371873240688045	2.0251113894712	0.0189969887781711	0.0483601386166127
"ENSMUSG00000023007"	-0.377148788265407	2.73540180949563	0.0190204790652061	0.0484115932781483
"ENSMUSG00000020121"	0.525152806082715	0.319863730509614	0.0190269743490305	0.0484197813809753
"ENSMUSG00000025899"	-0.31074698761171	3.31974030816648	0.0190557433745376	0.0484846390425357
"ENSMUSG00000062519"	-0.32241951914386	2.77071687886902	0.0190770952253826	0.0485228556811924
"ENSMUSG00000042308"	-0.347449422802774	4.16200058515079	0.0190777742081998	0.0485228556811924
"ENSMUSG00000045969"	-0.287883271155942	3.43862423420665	0.0190806192143782	0.0485228556811924
"ENSMUSG00000030602"	-0.316327368795918	3.26011374947645	0.0190939738433742	0.0485484581970453
"ENSMUSG00000059195"	0.803983480836135	0.337560475080258	0.0191142735146398	0.0485800784925441
"ENSMUSG00000022556"	-0.313773074816303	3.24838532529494	0.0191155592815393	0.0485800784925441
"ENSMUSG00000030717"	-0.914703967721894	1.42925616922888	0.0191162773323403	0.0485800784925441
"ENSMUSG00000031684"	-0.287834891735105	2.64569574686752	0.0191374315032413	0.0486254710653489
"ENSMUSG00000005204"	0.270028084396499	4.49140318364902	0.0191438313829692	0.0486333659316229
"ENSMUSG00000097654"	0.927114195930812	-0.868487529126345	0.0191697115494933	0.0486907376760131
"ENSMUSG00000024959"	0.403347315899435	3.58116773411774	0.0191904172675209	0.0487277344380322
"ENSMUSG00000020865"	-0.363109713362095	8.84446624879536	0.0191908755061634	0.0487277344380322
"ENSMUSG00000037997"	0.38856405082545	1.77530798882933	0.0192192750549416	0.048791456267014
"ENSMUSG00000036036"	1.08192107793668	-1.41037546326571	0.019240055640751	0.048829495619039
"ENSMUSG00000051041"	0.448241999570775	2.9950461767249	0.0192408709886802	0.048829495619039
"ENSMUSG00000024231"	-0.276287625164093	5.22170744480881	0.0192661610433731	0.0488852772050543
"ENSMUSG00000117485"	-0.437264532902238	2.32280459638654	0.019271984883855	0.0488916552275058
"ENSMUSG00000028333"	-0.273565478250152	5.54178998860096	0.0192794896197427	0.0489022946391208
"ENSMUSG00000053819"	0.311997425621503	3.17962086603959	0.019292012893352	0.0489256576982845
"ENSMUSG00000022967"	-0.229138830522213	5.18489432535057	0.0192996719244475	0.048936678853921
"ENSMUSG00000052298"	0.275625783168446	3.46484509924521	0.01932083425586	0.0489819296187869
"ENSMUSG00000030672"	1.59269547918715	0.0179532428828197	0.0193380743760988	0.0490172230195605
"ENSMUSG00000087687"	0.66381690210083	3.52895752152797	0.0193465574710408	0.0490303112297996
"ENSMUSG00000021978"	-0.306658416290343	4.61683284440288	0.0193565104904724	0.0490471195649814
"ENSMUSG00000031516"	0.287605153689929	3.31387152059372	0.0193862354554394	0.0491140133236433
"ENSMUSG00000033902"	0.384509813267949	2.50427854666701	0.0194015703495671	0.0491444338986634
"ENSMUSG00000074052"	-0.684320295818236	0.821637326714105	0.0194505066587128	0.0492481987308363
"ENSMUSG00000028452"	-0.287550084373489	8.30294995998299	0.0194523856517466	0.0492481987308363
"ENSMUSG00000069539"	-0.244404638336836	5.83672545978959	0.0194525383477115	0.0492481987308363
"ENSMUSG00000097974"	-0.579197844602759	0.283173804912485	0.0194692581965569	0.0492820811590653
"ENSMUSG00000028975"	0.242283945457261	5.8562082029957	0.0195026288806791	0.0493580926263932
"ENSMUSG00000018363"	-0.253233676180601	5.6340277203949	0.0195114120910053	0.0493718616728026
"ENSMUSG00000063358"	-0.230879200319992	6.66948916904254	0.0195463139394094	0.0494517055301604
"ENSMUSG00000028383"	-0.292887412815425	7.33907484870668	0.019555010793959	0.0494611491920532
"ENSMUSG00000029534"	0.272397041350967	3.00949258522498	0.0195567441625992	0.0494611491920532
"ENSMUSG00000031143"	-0.285559137355629	3.39836942118546	0.0195704947017217	0.0494874519336465
"ENSMUSG00000032092"	-0.263075274433712	5.95393609112004	0.0195768932746468	0.0494951581079311
"ENSMUSG00000040170"	-0.435714494087847	6.37240678583937	0.0196013532484639	0.0495485174533307
"ENSMUSG00000050545"	-0.674307721951908	-0.605072149729158	0.0196175484285579	0.049580970275462
"ENSMUSG00000042225"	-0.534029975783407	0.676555039190632	0.0196380566757571	0.0496194244746873
"ENSMUSG00000031985"	0.217142896104144	5.40790953240327	0.0196394824291822	0.0496194244746873
"ENSMUSG00000048486"	0.309046633345907	6.25536857746622	0.0196473408477357	0.0496307891775365
"ENSMUSG00000051695"	-0.234067068633443	6.91042684429659	0.0196619962102306	0.0496593166937595
